lote,veredicto,motivo,institucion,dominio_responde,dominio_real,nombre_real,nombre_coincide,url_programas,cantidad,niveles,tipo,alerta
23,revisar_a_mano,el sitio bloquea acceso automatizado,Deakin University,bloquea,"www.deakin.edu.au (CNAME -> deakin-0927.saas.squiz.cloud, 2.58.104.10/.11)",?,?,?,?,?,institucion,"NO AUDITABLE: Cloudflare devuelve 403 con cabecera `Cf-Mitigated: challenge` incluso con UA de Chrome + Accept/Accept-Language; el sitio esta VIVO, no muerto — cualquier extractor posterior necesita navegador real. Ademas: el campo `sitio` viene sin esquema (`www.deakin.edu.au`) y `tipo_adivinado` dice ""vacacional"" para una universidad completa."
23,revisar_a_mano,catálogo no enumerable,Northern Lights College NLC,si,nlc.bc.ca,Northern Lights College,si,https://www.nlc.bc.ca/programs/,"? (7 areas de estudio, conteo total no publicado en portada)","Certificate, Diploma, University transfer (Arts & Science), Trades & Apprenticeships, Upgrading, Continuing Ed",institucion,"Sin avisos de cierre; promueve activamente admision internacional (noticia del 30-jul-2026). Ficha incompleta: `ciudad`, `category` en null y `puede_vender` vacio."
23,inservible,duplicado de otra ficha,DePaul University,redirige,students.studygroup.com (2 saltos cross-host: globalgateway.depaul.edu -> globaldirect.depaul.edu -> students.studygroup.com/study-options/direct-admit/depaul-university),"Study Group · DePaul University ""Direct Admit""",parcial,https://students.studygroup.com/study-options/direct-admit/depaul-university,~14,5 undergraduate + 9 graduate (MBA con varias especializaciones),"agencia (el destino final es el sitio comercial de Study Group, no de la universidad)","GRAVE: el dominio de la ficha ya no pertenece a DePaul. El modelo cambio de pathway center on-campus (""Global Gateway"") a ""Direct Admit"" gestionado por Study Group; la propia pagina dice ""We've moved! This page was previously on globaldirect.depaul.edu"". La ficha vende ""Pregrado & Postgrado"" duplicado y apunta a un producto distinto del que describe."
23,inservible,el dominio es de otra institución,UP International College New Zealand- AUT Certificate in Foundation Studies,redirige,acgedu.com (la ruta /school-levels/english-courses/ ya no existe y cae a la raiz),"ACG Schools (""ACG Schools is proud to be An Inspired School"")",no,? (no hay listado de programas terciarios),"70+ colegios en la red global; en NZ: Parnell, Strathallan, Sunderland, Tauranga","Early Learning, Primary, College — es K-12, no terciario",red / grupo paraguas,"GRAVE · INSTITUCION FANTASMA: el dominio es de ACG Schools (grupo K-12 del holding Inspired). CERO menciones de ""UP International College"", ""UP Education"", ""AUT"" o ""Foundation Studies"" en todo el sitio. El `partner_group` de la ficha dice ""UP Education"" pero ese negocio terciario ya no vive en acgedu.com. La ficha promete ""Vocacionales (Cert, Dip, Adv Dip)"" y ""Certificate in Foundation Studies"" que este dominio no ofrece."
23,observacion,Es parte de SRH Hochschulen desde 2016 (no es independiente). Sin avisos de insolvencia ni cierre. El nombre en ficha va,EBS Universitat,si,ebs.edu,EBS Universitat fur Wirtschaft und Recht,si,"https://www.ebs.edu/ (por escuela, rutas /studium/)",~66,"9 Bachelor/Master en BWL + 2 en Jura + 55 programas de Weiterbildung (Executive); niveles Bachelor, Master, Doctorado, Executive Ed",institucion,"Es parte de SRH Hochschulen desde 2016 (no es independiente). Sin avisos de insolvencia ni cierre. El nombre en ficha va sin dieresis (""Universitat"" en vez de ""Universitat fur Wirtschaft und Recht"")."
23,inservible,el dominio es de otra institución,CIC Higher Education,redirige,bppinstitute.com (cic.vic.edu.au redirige cross-domain),BPP Institute Pty Ltd,no,https://www.bppinstitute.com/business-school/,~9+,"Undergraduate (Accounting, Management, Marketing), Graduate Certificate/Diploma, Postgrado (MBA, Master of Business, Master of MIS)",institucion,"GRAVE · INSTITUCION FANTASMA: el nombre ""CIC Higher Education"" NO aparece en ninguna parte del sitio destino. El dominio redirige a BPP Institute (rebrand o adquisicion no reflejada en el catalogo). Ademas `tipo_adivinado` dice ""curso_corto"" cuando otorga MBA y Masters. `category` y `puede_vender` vacios."
23,revisar_a_mano,catálogo no enumerable,Collarts,si,collarts.edu.au,Australian College of the Arts Pty Ltd (opera como Collarts),si,https://www.collarts.edu.au/courses/,"? (8 categorias, conteo total no publicado)","Diplomas VET (RTO 0109), Bachelor, dobles grados, Graduate Certificate/Diploma, Master, cursos cortos",institucion,"El campo `ciudad` de la ficha (""Wellington, Brunswick, Cromwell, George St"") mezcla nombres de calle/suburbio y no corresponde: el sitio lista Melbourne (campus principal), Sydney (nuevo) y online. `puede_vender` dice ""Vocacionales (Cert, Dip, Adv Dip)"" pero tambien otorga Bachelor y Master — inconsistente."
23,observacion,"RTO 91490 · CRICOS 03069K. Campus en Sydney, Brisbane y Melbourne — la ficha tiene `ciudad` en null. `category` null y `",Sydney Institute of Interpreting and Translating,si,siit.nsw.edu.au (www. redirige al apex),Australian Professional Education Institute Pty Ltd trading as Sydney Institute of Interpreting and Translating,si,https://siit.nsw.edu.au/courses/,~15-20,"Certificate IV, Diploma (Interpreting, Translating, Property, Finance & Mortgage Broking), Advanced Diploma, Graduate Diploma of Management, skill sets y prep NAATI/PTE/IELTS/CCL",institucion,"RTO 91490 · CRICOS 03069K. Campus en Sydney, Brisbane y Melbourne — la ficha tiene `ciudad` en null. `category` null y `puede_vender` vacio. Sin avisos de cierre ni cursos con matricula suspendida."
23,ok,-,Edu Inter,si,learningfrenchinquebec.com,Edu-inter (Edu-inter French School / Escuela de inmersion francesa en Quebec),si,https://learningfrenchinquebec.com/es/programas-adultos/ y /es/programas-adolecentes/,~20+,"Idiomas FLE: programas adultos (8+), cursos de verano, campamentos para adolescentes (9+), campamentos de invierno, secundaria/preparatoria, online individual y corporativo, prep TEF/TEFAQ",institucion,-
23,inservible,no es una institución (red),International House Malta,si,ihworld.com,International House World Organisation,no,no hay listado de cursos — solo un buscador/directorio de escuelas con filtros,130+ escuelas afiliadas en 45+ paises,"Idiomas (General, Cambridge, IELTS, Corporate, Young Learners, Teacher Training)",red,"El `sitio` apunta a la RED mundial IH, no a la escuela de Malta. El sitio si lista ""IH Malta"" (St Julian's) dentro del directorio pero la escuela tiene su propio dominio. CATALOGO NO ENUMERABLE: es un school finder dinamico, no una lista — la extraccion posterior necesita otro tratamiento o el dominio real de IH Malta."
23,corregir,nombre distinto al real,UCEDA,si,uceda.edu,UCEDA International,parcial,https://uceda.edu/f1-intensive-esl/ · /part-time-esl/ · /aupair/,3 programas principales,"ESL ""todos los niveles"": F1 Intensive ESL, B1/B2 Part-Time ESL, J1 Au Pair ESL","red (operador multi-campus propio: Morristown, New Brunswick y otros)","Sin cierre ni contenido ajeno. Ficha incompleta: `ciudad` null (tiene varios campus), `category` null y `puede_vender` vacio pese a ser claramente Idiomas."
23,inservible,el dominio es de otra institución,Colorado State University,si,colostate.edu,Colorado State University,si,https://www.colostate.edu/academics/,~300 programas academicos / 70+ majors,"Undergraduate, Graduate, online",institucion,"GRAVE: el `partner_group` ""INTO"" parece TERMINADO — `into.colostate.edu` responde NXDOMAIN contra DNS publico 8.8.8.8, `colostate.edu/into` da 404, y international.colostate.edu no menciona INTO en ninguna parte: describe PLACE (English Language Learning propio) y CSU Salto como sus pathways. Ademas la `ciudad` de la ficha dice ""Colorado"" (el campus es Fort Collins) y el catalogo NO es enumerable desde /academics (8 colleges como tarjetas, hay que entrar a cada uno)."
23,corregir,nombre distinto al real,High School Central Quebec SD,si,cqsb.qc.ca,Commission scolaire Central Quebec / Central Quebec School Board (CQSB),parcial,https://www.cqsb.qc.ca/fr/ecoles-et-programmes/,~16 escuelas,"Primaria y Secundaria; seccion dedicada ""Etudiants Internationaux"" en /fr/isp/ (programas, admisiones, pagos internacionales)","red (junta escolar, no un colegio unico)","No es un ""High School"": es una junta escolar con ~16 escuelas primarias y secundarias. La extraccion debe tratarlo como red y bajar al detalle de cada escuela secundaria; el producto vendible real vive en /fr/isp/. Sitio en frances."
23,revisar_a_mano,catálogo no enumerable,BSBI Berlin School of Business & Innovation,si,berlinsbi.com (redirige a /es),Berlin School of Business and Innovation GmbH · parte de GUS Germany GmbH (GGG),si,https://www.berlinsbi.com/es/programas,? (conteo no publicado; 7000+ estudiantes),"Grado, Posgrado/Master, DBA, certificaciones; facultades de Creative Industries, Computer Science y Business/Economics",institucion (dentro del grupo GUS),"NO otorga titulos propios: los grados los validan universidades socias (University for the Creative Arts, University of Chichester, Concordia University Chicago, University of Roehampton London, UNINETTUNO) — dato material para el estudiante. Ademas opera en Berlin, Hamburgo, Paris, Barcelona y Madrid, no solo Berlin como dice la ficha."
24,corregir,dominio obsoleto,USQ (University of Southern Queensland),redirige,usq.edu.au -> www.unisq.edu.au (301 Moved Permanently),University of Southern Queensland (UniSQ),si,https://www.unisq.edu.au/study/degrees-and-courses,? (cientos),"Pregrado, Postgrado, Investigacion/PhD, Pathways, Cursos cortos, Dobles titulaciones",institucion,"El `sitio` de la ficha esta obsoleto: usq.edu.au redirige 301 a unisq.edu.au tras el rebrand a UniSQ. Actualizar el dominio. `puede_vender` incluye ""Idiomas"" pero el ELICOS lo entrega UniSQ College y no se confirmo en el dominio raiz."
24,corregir,"apunta al dominio del grupo, no al propio",Australian National Institute of Management and Commerce (IMC),si,www.imc.edu.au,"Australian National Institute of Management and Commerce (IMC) — ""Top Education Group Ltd ACN 098 139 176 trading as...""",si,https://www.imc.edu.au/study/find-a-course/,40+,"Pregrado (Bachelor, incl. Bachelor of Laws), Postgrado (MBA, Master of Professional Accounting, Marketing, FinTech)",institucion,"`sitio` sin esquema (`www.imc.edu.au`, sin https://). Contradiccion de ficha: `tipo_adivinado: curso_corto`, `category: null` y `puede_vender: []` pero es proveedor de educacion superior auto-acreditado (TEQSA PRV12059 / CRICOS 02491D) que otorga bachelors y masters. Opera bajo el paraguas Top Education Group Ltd."
24,observacion,"BIEN: el dominio es el propio del college, NO apunta a navitas.com (el patron que mordio en otros lotes). Pero `puede_ve",Deakin College,si,www.deakincollege.edu.au,Melbourne Institute of Business and Technology Pty Ltd trading as Deakin College,si,https://www.deakincollege.edu.au/courses/,~11,"Foundation (1), Diploma (9 disciplinas), Masters Qualifying Program (1)",institucion (parte de Navitas),"BIEN: el dominio es el propio del college, NO apunta a navitas.com (el patron que mordio en otros lotes). Pero `puede_vender` incluye ""Idiomas"" y el sitio no lista ningun curso ELICOS propio — solo requisitos de ingreso de ingles. Razon social distinta al nombre comercial."
24,observacion,"El `sitio` es un dominio `.info` de marca de un programa, no el dominio institucional de ECA. Catalogo de solo 2 items. ",ECA Professional Year,si,www.professionalyear.info,Education Centre of Australia (ECA) Professional Year,si,https://www.professionalyear.info/courses/,2,Professional Year ACS (1 ano) + Internships,"institucion (sitio de PROGRAMA, no institucional)","El `sitio` es un dominio `.info` de marca de un programa, no el dominio institucional de ECA. Catalogo de solo 2 items. `category: null` y `puede_vender: []` en la ficha — no esta claro que se puede vender. Revisado explicitamente por contenido inyectado/spam: no se detecto nada."
24,inservible,el dominio es de otra institución,Toronto School of Management,si,www.torontosom.ca,Toronto School of Management,si,https://www.torontosom.ca/programs,~15-17,"Certificados (accelerated / co-op), Diplomas co-op, preparacion ACCA, microcredenciales (6 sem)",institucion,"El sitio NO menciona pertenencia a GUS (Global University Systems): el `partner_group: GUS` de la ficha no se pudo confirmar en el dominio oficial. Sin grados propios, asi que `puede_vender: ""Todos los programas""` sobreestima el catalogo real (es todo vocacional/certificado)."
24,revisar_a_mano,catálogo no enumerable,TAFE SA,si,www.tafesa.edu.au,"TAFE SA — Vocational Education & Training in Adelaide, South Australia",si,https://www.tafesa.edu.au/courses,? (cientos),"Certificados, Diplomas, Diplomas Avanzados, algunos grados, cursos cortos y online",institucion (RTO 41026 / CRICOS 00092B),"CATALOGO NO ENUMERABLE: `/courses` es un buscador dinamico con 12 areas + filtros por tipo, no una lista estatica. La extraccion posterior necesita otro tratamiento (crawl por area o API interna)."
24,observacion,"NO es una institucion unica: es una RED de 21 sedes en ~11 paises (Malta, Inglaterra, Canada, Espana, Francia, Alemania,",Sprachcaffe,si,www.sprachcaffe.com,SPRACHCAFFE Languages PLUS,si,rutas por destino (hub en https://www.sprachcaffe.com/es/uc/),21 sedes; N cursos por destino,"Idiomas (juniors, adultos, grupos, gap year; ~12 a 65+ anos)",red (cadena internacional de escuelas),"NO es una institucion unica: es una RED de 21 sedes en ~11 paises (Malta, Inglaterra, Canada, Espana, Francia, Alemania, Italia, China, Cuba, Marruecos, Sudafrica). El `sitio` de la ficha es un deep-link legacy (`/espanol/main.htm`); el catalogo se navega por destino, no hay pagina unica enumerable. `ciudad: null` correcto pero la ficha lo trata como institucion."
24,inservible,duplicado de otra ficha,Excel English Institute,si,excelenglishinstitute.com,Excel English Institute,si,https://excelenglishinstitute.com/programs,6,"Idiomas: Intensive English (basico/intermedio/avanzado), TOEFL prep, Accent Reduction, Business English, electivos, clases a medida",institucion,"Ficha dice `ciudad: ""Texas""` que es el estado, no la ciudad: real es Dallas TX con dos campus (Richardson y Arlington). Acreditada CEA y autorizada F-1. Sin senales de cierre ni contenido inyectado. `puede_vender` tiene ""Idiomas"" duplicado."
